ssn,orgno,resourceid
18816899504,313473198,testressurs-tilgangspakke-org-utvinning-raaolje-naturgass-kull-1
18816899504,313473198,testressurs-tilgangspakke-org-oppforing-bygg-anlegg-1
13907499531,314254260,testressurs-tilgangspakke-org-byggesoknad-1
02856696742,310337838,testressurs-tilgangspakke-org-veitransport-1
01103084268,701509528,testressurs-tilgangspakke-org-dyrehold-1
05111229785,701509528,testressurs-tilgangspakke-org-dyrehold-1
16844899983,314284658,testressurs-tilgangspakke-org-starte-drive-endre-avvikle-virksomhet-1
29031783249,625320887,testressurs-tilgangspakke-org-rapportering-statistikk-1
08879899215,312393379,testressurs-tilgangspakke-org-helsetjenester-personopplysninger-saerlig-kategori-1
26915699838,314254244,testressurs-tilgangspakke-org-motorvognavgift-1
15902849790,314241843,testressurs-tilgangspakke-org-skattegrunnlag-1
10121251049,310393479,testressurs-tilgangspakke-org-forskning-1
09847996444,314247647,testressurs-tilgangspakke-org-aksjer-og-eierforhold-1
17060678154,701066618,testressurs-tilgangspakke-org-akvakultur-1
17060678154,701066618,testressurs-tilgangspakke-org-godkjenning-av-utdanningsvirksomhet-1
14927399378,314257359,testressurs-tilgangspakke-org-barnehageleder-1
10011734117,625378621,testressurs-tilgangspakke-org-mobler-og-annen-industri-1
05924998735,314255291,testressurs-tilgangspakke-org-byggesoknad-1
05924998735,314255291,testressurs-tilgangspakke-org-opplaeringskontorleder-1
03827199973,313434656,testressurs-tilgangspakke-org-lonn-1
24071304708,633590524,testressurs-tilgangspakke-org-vann-kilde-rense-distrubere-1
26122973025,608193669,testressurs-tilgangspakke-org-verft-og-andre-transportmidler-1
01858499794,314243447,testressurs-tilgangspakke-org-tilskudd-stotte-erstatning-1
25865497434,314269268,testressurs-tilgangspakke-org-veitransport-1
19030428601,624787544,testressurs-tilgangspakke-org-ordinaer-post-til-virksomheten-1
19030428601,624787544,testressurs-tilgangspakke-org-offentlige-anskaffelser-1
06886897160,313852105,testressurs-tilgangspakke-org-forskning-1
10866796322,314257057,testressurs-tilgangspakke-org-posttjenester-1
23885997783,213365592,testressurs-tilgangspakke-org-saeravgifter-1
01120007560,624516109,testressurs-tilgangspakke-org-verft-og-andre-transportmidler-1
12875498744,314280849,testressurs-tilgangspakke-org-mine-sider-kommune-1
18815899152,310481459,testressurs-tilgangspakke-org-skoleleder-1
11020602289,625352207,testressurs-tilgangspakke-org-permisjon-1
11020602289,625352207,testressurs-tilgangspakke-org-tinglysing-eiendom-1
01010554736,700844129,testressurs-tilgangspakke-org-reindrift-1
07846899817,310335673,testressurs-tilgangspakke-org-kjop-og-salg-eiendom-1
01856797356,313305902,testressurs-tilgangspakke-org-a-ordning-1
01856797356,313305902,testressurs-tilgangspakke-org-naeringsmidler-drikkevarer-og-tobakk-1
27090261180,500011009,testressurs-tilgangspakke-org-mobler-og-annen-industri-1
31858796299,310415014,testressurs-tilgangspakke-org-politi-og-domstol-1
30906597396,314250346,testressurs-tilgangspakke-org-a-ordning-1
17893349340,314250346,testressurs-tilgangspakke-org-a-ordning-1
05092773347,624572513,testressurs-tilgangspakke-org-gummi-plast-og-ikkemetallholdige-mineralprodukter-1
06827096065,314253183,testressurs-tilgangspakke-org-ppt-leder-1
14827097528,314253183,testressurs-tilgangspakke-org-ppt-leder-1
10857099481,313842525,testressurs-tilgangspakke-org-dokumentbasert-tilsyn-1
03882949744,214248832,testressurs-tilgangspakke-org-kommuneoverlege-1
29917595788,312690586,testressurs-tilgangspakke-org-politikk-1
15071748712,632747217,testressurs-tilgangspakke-org-sikkerhet-og-internkontroll-1
01827199652,310481459,testressurs-tilgangspakke-org-generelle-helfotjenester-1
01827199652,310481459,testressurs-tilgangspakke-org-toll-1
01052878167,624650883,testressurs-tilgangspakke-org-dokumentbasert-tilsyn-1
30836296733,314243781,testressurs-tilgangspakke-org-barnehagemyndighet-1
12865697579,314256735,testressurs-tilgangspakke-org-lonn-personopplysninger-saerlig-kategori-1
20917894834,214250322,testressurs-tilgangspakke-org-bergverk-1
18878696774,314267990,testressurs-tilgangspakke-org-helsetjenester-1
01896499374,313466329,testressurs-tilgangspakke-org-mobler-og-annen-industri-1
10916694712,313466329,testressurs-tilgangspakke-org-mobler-og-annen-industri-1
27833649324,311711237,testressurs-tilgangspakke-org-starte-drive-endre-avvikle-virksomhet-1
12883348743,314244559,testressurs-tilgangspakke-org-trafikant-1
12883348743,314244559,testressurs-tilgangspakke-org-gummi-plast-og-ikkemetallholdige-mineralprodukter-1
05121646627,624813774,testressurs-tilgangspakke-org-trykkerier-reproduksjon-opptak-1
08919696991,314253434,testressurs-tilgangspakke-org-biblioteker-museer-arkiver-og-annen-kultur-1
14896497856,314241193,testressurs-tilgangspakke-org-naeringsmidler-drikkevarer-og-tobakk-1
13897496970,310393479,testressurs-tilgangspakke-org-politikk-1
22876496570,606929668,testressurs-tilgangspakke-org-ordinaer-post-til-virksomheten-1
07121448755,701093259,testressurs-tilgangspakke-org-teknisk-samhandling-skatt-1
07121448755,701093259,testressurs-tilgangspakke-org-barnevern-1
13927798195,314283708,testressurs-tilgangspakke-org-mobler-og-annen-industri-1
01816695364,312181851,testressurs-tilgangspakke-org-yrkesskade-1
14848299740,314246705,testressurs-tilgangspakke-org-patent-varemerke-design-1
14848299740,314246705,testressurs-tilgangspakke-org-infrastruktur-1
06122774692,625637740,testressurs-tilgangspakke-org-utvinning-raaolje-naturgass-kull-1
08879599696,314251032,testressurs-tilgangspakke-org-trafikant-1
18915497620,314251032,testressurs-tilgangspakke-org-trafikant-1
11918499905,313837440,testressurs-tilgangspakke-org-gummi-plast-og-ikkemetallholdige-mineralprodukter-1
14021370038,608193669,testressurs-tilgangspakke-org-akvakultur-1
14021370038,608193669,testressurs-tilgangspakke-org-ordinaer-post-til-virksomheten-1
11855198268,310022500,testressurs-tilgangspakke-org-metallvarer-elektrisk-utstyr-og-maskiner-1
21827099845,310926736,testressurs-tilgangspakke-org-attester-1
05917397920,312978180,testressurs-tilgangspakke-org-samle-behandle-avlopsvann-1
14031716552,700453650,testressurs-tilgangspakke-org-sosiale-omsorgstjenester-uten-botilbud-og-flyktningemottak-1
08827999653,314242858,testressurs-tilgangspakke-org-post-til-virksomheten-med-taushetsbelagt-innhold-1
09847998455,314252195,testressurs-tilgangspakke-org-skatt-naering-1
12886297503,314242165,testressurs-tilgangspakke-org-jernbanetransport-1
05856298959,314242165,testressurs-tilgangspakke-org-jernbanetransport-1
19813348333,310106720,testressurs-tilgangspakke-org-byggesoknad-1
29835597936,310754889,testressurs-tilgangspakke-org-lonn-personopplysninger-saerlig-kategori-1
13101230419,611578865,testressurs-tilgangspakke-org-forskning-1
16051563798,701420926,testressurs-tilgangspakke-org-hoyere-utdanning-og-hoyere-yrkesfaglig-utdanning-1
16051563798,701420926,testressurs-tilgangspakke-org-kjop-og-salg-eiendom-1
01837499190,314244516,testressurs-tilgangspakke-org-yrkesskade-1
19030428601,624573927,testressurs-tilgangspakke-org-helfo-saerlig-kategori-1
19030428601,624573927,testressurs-tilgangspakke-org-tinglysing-eiendom-1
27863949195,314252632,testressurs-tilgangspakke-org-oljeraffinering-kjemisk-farmasoytisk-industri-1
08928999972,314257677,testressurs-tilgangspakke-org-hoyere-utdanning-og-hoyere-yrkesfaglig-utdanning-1
19835396706,314239563,testressurs-tilgangspakke-org-a-ordning-1
13877097387,214243822,testressurs-tilgangspakke-org-avfall-behandle-gjenvinne-1
22875997754,310534390,testressurs-tilgangspakke-org-pleie-omsorgstjenester-i-institusjon-1
12080441655,625683920,testressurs-tilgangspakke-org-helsetjenester-1
30080753817,625248639,testressurs-tilgangspakke-org-teknisk-samhandling-skatt-1
14837098301,312523779,testressurs-tilgangspakke-org-skoleeier-1
28894996775,314254694,testressurs-tilgangspakke-org-trafikant-1
21868599585,314285301,testressurs-tilgangspakke-org-skogbruk-1
12857896945,314000390,testressurs-tilgangspakke-org-fornoyelser-1
30836296733,314249674,testressurs-tilgangspakke-org-saeravgifter-1
23925595101,214253682,testressurs-tilgangspakke-org-revisorattesterer-1
07888198770,310846198,testressurs-tilgangspakke-org-opplaeringskontorleder-1
16887096590,310846198,testressurs-tilgangspakke-org-opplaeringskontorleder-1
07888198770,310846198,testressurs-tilgangspakke-org-elektrisitet-produsere-overfore-distrubere-1
16887096590,310846198,testressurs-tilgangspakke-org-elektrisitet-produsere-overfore-distrubere-1
07888198770,310846198,testressurs-tilgangspakke-org-yrkesskade-1
16887096590,310846198,testressurs-tilgangspakke-org-yrkesskade-1
28083006678,701144147,testressurs-tilgangspakke-org-ansettelsesforhold-1
09063078201,615570893,testressurs-tilgangspakke-org-byggesoknad-1
13846197219,313330281,testressurs-tilgangspakke-org-politi-og-domstol-1
30120761605,625421144,testressurs-tilgangspakke-org-skoleleder-1
13837398597,314251679,testressurs-tilgangspakke-org-statsforvalter-barnehage-1
18839397816,314258371,testressurs-tilgangspakke-org-motta-nabo-og-planvarsel-1
07816599975,310076724,testressurs-tilgangspakke-org-forskning-1
07816599975,310076724,testressurs-tilgangspakke-org-ordinaer-post-til-virksomheten-1
08907498671,310929174,testressurs-tilgangspakke-org-skatt-naering-1
04091755284,619362381,testressurs-tilgangspakke-org-politi-og-domstol-1
22031673392,730077254,testressurs-tilgangspakke-org-trafikant-1
15071228107,624564227,testressurs-tilgangspakke-org-bergverk-1
13836794782,313200809,testressurs-tilgangspakke-org-yrkesskade-1
08846897764,314284542,testressurs-tilgangspakke-org-revisjon-1
08846897764,314284542,testressurs-tilgangspakke-org-krav-og-utlegg-1
10865097242,314251598,testressurs-tilgangspakke-org-verft-og-andre-transportmidler-1
04827499108,212486272,testressurs-tilgangspakke-org-sosiale-omsorgstjenester-uten-botilbud-og-flyktningemottak-1
21121572769,619463196,testressurs-tilgangspakke-org-statsforvalter-barnehage-1
21121572769,619463196,testressurs-tilgangspakke-org-starte-drive-endre-avvikle-virksomhet-1
07060804820,624569016,testressurs-tilgangspakke-org-annen-tjenesteyting-1
11020719836,701602218,testressurs-tilgangspakke-org-regnskap-okonomi-rapport-1
12835799016,312834545,testressurs-tilgangspakke-org-sfo-leder-1
19896998377,314000390,testressurs-tilgangspakke-org-verft-og-andre-transportmidler-1
26828999817,314252268,testressurs-tilgangspakke-org-skatt-naering-1
08925599590,314252268,testressurs-tilgangspakke-org-skatt-naering-1
15897294815,314248325,testressurs-tilgangspakke-org-helfo-saerlig-kategori-1
15896897001,314261194,testressurs-tilgangspakke-org-trykkerier-reproduksjon-opptak-1
15896897001,314261194,testressurs-tilgangspakke-org-varehandel-1
03856197319,214248522,testressurs-tilgangspakke-org-post-til-virksomheten-med-taushetsbelagt-innhold-1
13818099961,311168762,testressurs-tilgangspakke-org-kunst-og-underholdning-1
13818099961,311168762,testressurs-tilgangspakke-org-dokumentbasert-tilsyn-1
18874199571,312834545,testressurs-tilgangspakke-org-oppforing-bygg-anlegg-1
12020260805,624954610,testressurs-tilgangspakke-org-jernbanetransport-1
12020260805,624954610,testressurs-tilgangspakke-org-samle-behandle-avlopsvann-1
24082707413,730083920,testressurs-tilgangspakke-org-motorvognavgift-1
16071718844,613530487,testressurs-tilgangspakke-org-motorvognavgift-1
08825999869,314240448,testressurs-tilgangspakke-org-verft-og-andre-transportmidler-1
29846199991,314279646,testressurs-tilgangspakke-org-sosiale-omsorgstjenester-uten-botilbud-og-flyktningemottak-1
29846199991,314279646,testressurs-tilgangspakke-org-posttjenester-1
26887597854,314255933,testressurs-tilgangspakke-org-sosiale-omsorgstjenester-uten-botilbud-og-flyktningemottak-1
16897296008,314255933,testressurs-tilgangspakke-org-sosiale-omsorgstjenester-uten-botilbud-og-flyktningemottak-1
15857098592,314244931,testressurs-tilgangspakke-org-helfo-saerlig-kategori-1
19862648903,214241242,testressurs-tilgangspakke-org-oljeraffinering-kjemisk-farmasoytisk-industri-1
19862648903,214241242,testressurs-tilgangspakke-org-yrkesskade-1
02111039537,727144005,testressurs-tilgangspakke-org-statsforvalter-barnehage-1
01091020447,624787951,testressurs-tilgangspakke-org-verft-og-andre-transportmidler-1
21121460693,611437366,testressurs-tilgangspakke-org-skatt-naering-1
04895699123,314241797,testressurs-tilgangspakke-org-lufttransport-1
28917999149,314285190,testressurs-tilgangspakke-org-statsforvalter-barnehage-1
11859197568,314285190,testressurs-tilgangspakke-org-statsforvalter-barnehage-1
28917999149,314285190,testressurs-tilgangspakke-org-verft-og-andre-transportmidler-1
11859197568,314285190,testressurs-tilgangspakke-org-verft-og-andre-transportmidler-1
22886697205,314252683,testressurs-tilgangspakke-org-biblioteker-museer-arkiver-og-annen-kultur-1
13031471499,701822730,testressurs-tilgangspakke-org-pleie-omsorgstjenester-i-institusjon-1
06031367040,624628276,testressurs-tilgangspakke-org-hoyere-utdanning-og-hoyere-yrkesfaglig-utdanning-1
11091505101,624526872,testressurs-tilgangspakke-org-kommuneoverlege-1
13876296920,314293630,testressurs-tilgangspakke-org-kunst-og-underholdning-1
28856697764,310736481,testressurs-tilgangspakke-org-trafikant-1
19896098147,314254422,testressurs-tilgangspakke-org-offentlige-anskaffelser-1
22889298352,212827622,testressurs-tilgangspakke-org-generelle-helfotjenester-1
28916299275,312636263,testressurs-tilgangspakke-org-politikk-1
27899299464,312636263,testressurs-tilgangspakke-org-politikk-1
28916299275,312636263,testressurs-tilgangspakke-org-yrkesskade-1
27899299464,312636263,testressurs-tilgangspakke-org-yrkesskade-1
17060930627,726952930,testressurs-tilgangspakke-org-tekstiler-klaer-laervarer-1
02010512037,615763233,testressurs-tilgangspakke-org-kommuneoverlege-1
06111664852,624656962,testressurs-tilgangspakke-org-metaller-og-mineraler-1
06111664852,624656962,testressurs-tilgangspakke-org-elektrisitet-produsere-overfore-distrubere-1
14829898315,314258657,testressurs-tilgangspakke-org-revisorattesterer-1
11905197977,314241924,testressurs-tilgangspakke-org-miljorydding-miljorensing-og-lignende-1
01827199652,310724653,testressurs-tilgangspakke-org-sfo-leder-1
19855899909,310344672,testressurs-tilgangspakke-org-lagring-og-andre-tjenester-tilknyttet-transport-1
08926397819,312978180,testressurs-tilgangspakke-org-aksjer-og-eierforhold-1
13875996767,314247744,testressurs-tilgangspakke-org-servering-1
08847197413,622442264,testressurs-tilgangspakke-org-transport-i-ror-1
08847197413,622442264,testressurs-tilgangspakke-org-jordbruk-1
01051142949,700461467,testressurs-tilgangspakke-org-mine-sider-kommune-1
01051142949,700461467,testressurs-tilgangspakke-org-ansettelsesforhold-1
06827199395,314256042,testressurs-tilgangspakke-org-kunst-og-underholdning-1
20816297738,314256042,testressurs-tilgangspakke-org-kunst-og-underholdning-1
04060737342,625244722,testressurs-tilgangspakke-org-metallvarer-elektrisk-utstyr-og-maskiner-1
15081006471,625244722,testressurs-tilgangspakke-org-metallvarer-elektrisk-utstyr-og-maskiner-1
04060737342,625244722,testressurs-tilgangspakke-org-helfo-saerlig-kategori-1
15081006471,625244722,testressurs-tilgangspakke-org-helfo-saerlig-kategori-1
19816596796,314133781,testressurs-tilgangspakke-org-sport-og-fritid-1
25925398376,314317947,testressurs-tilgangspakke-org-mva-kompensasjon-revisorattesterer-1
15856496950,310730696,testressurs-tilgangspakke-org-lufttransport-1
28916299275,313056147,testressurs-tilgangspakke-org-generelle-helfotjenester-1
27899299464,313056147,testressurs-tilgangspakke-org-generelle-helfotjenester-1
28916299275,313056147,testressurs-tilgangspakke-org-lufttransport-1
27899299464,313056147,testressurs-tilgangspakke-org-lufttransport-1
07865998400,210084592,testressurs-tilgangspakke-org-lotteri-og-spill-1
07865998400,210084592,testressurs-tilgangspakke-org-barnehageleder-1
08926397819,314249305,testressurs-tilgangspakke-org-tekstiler-klaer-laervarer-1
02060453244,700164179,testressurs-tilgangspakke-org-dokumentbasert-tilsyn-1
03825998151,314256638,testressurs-tilgangspakke-org-metaller-og-mineraler-1
01060637152,613388842,testressurs-tilgangspakke-org-post-til-virksomheten-med-taushetsbelagt-innhold-1
31011564588,613388842,testressurs-tilgangspakke-org-post-til-virksomheten-med-taushetsbelagt-innhold-1
29060527618,624555864,testressurs-tilgangspakke-org-helfo-saerlig-kategori-1
29060527618,624555864,testressurs-tilgangspakke-org-lonn-personopplysninger-saerlig-kategori-1
03876797223,313955702,testressurs-tilgangspakke-org-statsforvalter-barnehage-1
08846898981,310656097,testressurs-tilgangspakke-org-finansiering-og-forsikring-1
26855398337,313468240,testressurs-tilgangspakke-org-vann-kilde-rense-distrubere-1
28849399979,310242772,testressurs-tilgangspakke-org-reparasjon-og-installasjon-av-maskiner-og-utstyr-1
26826096593,314281179,testressurs-tilgangspakke-org-fiske-1
06100115105,701609603,testressurs-tilgangspakke-org-lotteri-og-spill-1
18884199138,314252683,testressurs-tilgangspakke-org-motorvognavgift-1
09040268569,624541847,testressurs-tilgangspakke-org-elektrisitet-produsere-overfore-distrubere-1
11905197977,314189574,testressurs-tilgangspakke-org-barnehageleder-1
05855897476,310241369,testressurs-tilgangspakke-org-skoleleder-1
05855897476,310241369,testressurs-tilgangspakke-org-renovasjon-1
05855897476,310241369,testressurs-tilgangspakke-org-oljeraffinering-kjemisk-farmasoytisk-industri-1
05855897476,310241369,testressurs-tilgangspakke-org-rapportering-statistikk-1
13899297193,314259394,testressurs-tilgangspakke-org-damp-varmtvann-1
14887599573,314259394,testressurs-tilgangspakke-org-damp-varmtvann-1
01091020447,625392179,testressurs-tilgangspakke-org-trykkerier-reproduksjon-opptak-1
24876894420,313256251,testressurs-tilgangspakke-org-sfo-leder-1
17071023338,700806316,testressurs-tilgangspakke-org-reparasjon-og-installasjon-av-maskiner-og-utstyr-1
06815499482,314254066,testressurs-tilgangspakke-org-permisjon-1
14061733168,314321340,testressurs-tilgangspakke-org-akvakultur-1
01836099784,314142535,testressurs-tilgangspakke-org-infrastruktur-1
13886597686,310936197,testressurs-tilgangspakke-org-akvakultur-1
13886597686,310936197,testressurs-tilgangspakke-org-starte-drive-endre-avvikle-virksomhet-1
13886597686,310936197,testressurs-tilgangspakke-org-tilskudd-stotte-erstatning-1
11868098130,314257960,testressurs-tilgangspakke-org-metallvarer-elektrisk-utstyr-og-maskiner-1
18080956009,625264197,testressurs-tilgangspakke-org-vann-kilde-rense-distrubere-1
09080765476,702805775,testressurs-tilgangspakke-org-naeringsmidler-drikkevarer-og-tobakk-1
09865996125,314257014,testressurs-tilgangspakke-org-regnskap-okonomi-rapport-1
29070675984,613732039,testressurs-tilgangspakke-org-jernbanetransport-1
03856197319,214242842,testressurs-tilgangspakke-org-helsetjenester-1
02899596504,310661066,testressurs-tilgangspakke-org-mva-kompensasjon-revisorattesterer-1
06838396893,314241991,testressurs-tilgangspakke-org-byggesoknad-1
06838396893,314241991,testressurs-tilgangspakke-org-lufttransport-1
22010369200,625062187,testressurs-tilgangspakke-org-varehandel-1
15887298332,314241517,testressurs-tilgangspakke-org-statsforvalter-skole-og-opplearing-1
03928699349,314111478,testressurs-tilgangspakke-org-attester-1
14879197474,314284518,testressurs-tilgangspakke-org-kjoretoy-1
12878198776,314250540,testressurs-tilgangspakke-org-sykefravaer-1
05010632767,700461467,testressurs-tilgangspakke-org-servering-1
05010632767,700461467,testressurs-tilgangspakke-org-biblioteker-museer-arkiver-og-annen-kultur-1
05010632767,700461467,testressurs-tilgangspakke-org-overnatting-1
05010632767,700461467,testressurs-tilgangspakke-org-finansiering-og-forsikring-1
05010632767,700461467,testressurs-tilgangspakke-org-kjop-og-salg-eiendom-1
12051030964,625412609,testressurs-tilgangspakke-org-skoleeier-1
17927196034,314240162,testressurs-tilgangspakke-org-biblioteker-museer-arkiver-og-annen-kultur-1
07895899091,312274752,testressurs-tilgangspakke-org-biblioteker-museer-arkiver-og-annen-kultur-1
25845897509,312274752,testressurs-tilgangspakke-org-biblioteker-museer-arkiver-og-annen-kultur-1
08824896500,314261194,testressurs-tilgangspakke-org-yrkesskade-1
01905999369,314242564,testressurs-tilgangspakke-org-fornoyelser-1
25926399279,314242564,testressurs-tilgangspakke-org-fornoyelser-1
27030773360,624541898,testressurs-tilgangspakke-org-ulykke-1
21070550625,625681022,testressurs-tilgangspakke-org-damp-varmtvann-1
21070550625,625681022,testressurs-tilgangspakke-org-godkjenning-av-utdanningsvirksomhet-1
10879497995,212502812,testressurs-tilgangspakke-org-lonn-personopplysninger-saerlig-kategori-1
24092706024,625258081,testressurs-tilgangspakke-org-statsforvalter-barnehage-1
10830098882,314241266,testressurs-tilgangspakke-org-politikk-1
11848098908,314241266,testressurs-tilgangspakke-org-politikk-1
22863949371,311082345,testressurs-tilgangspakke-org-damp-varmtvann-1
04885799154,311082345,testressurs-tilgangspakke-org-damp-varmtvann-1
22863949371,311082345,testressurs-tilgangspakke-org-eiendomsmegler-1
04885799154,311082345,testressurs-tilgangspakke-org-eiendomsmegler-1
22863949371,311082345,testressurs-tilgangspakke-org-ansettelsesforhold-1
04885799154,311082345,testressurs-tilgangspakke-org-ansettelsesforhold-1
03916999355,314285794,testressurs-tilgangspakke-org-barnevern-1
19011759818,700229041,testressurs-tilgangspakke-org-lonn-personopplysninger-saerlig-kategori-1
02926199873,314250230,testressurs-tilgangspakke-org-starte-drive-endre-avvikle-virksomhet-1
17876095041,310112127,testressurs-tilgangspakke-org-oljeraffinering-kjemisk-farmasoytisk-industri-1
04040405815,624573927,testressurs-tilgangspakke-org-helsetjenester-1
26072972405,624573927,testressurs-tilgangspakke-org-helsetjenester-1
06020144422,314321332,testressurs-tilgangspakke-org-offentlige-anskaffelser-1
14907396755,314240472,testressurs-tilgangspakke-org-lufttransport-1
07836099618,314250621,testressurs-tilgangspakke-org-sykefravaer-1
01875097705,314258878,testressurs-tilgangspakke-org-patent-varemerke-design-1
01896695475,310870366,testressurs-tilgangspakke-org-familievern-1
10884699725,313349128,testressurs-tilgangspakke-org-servering-1
10884699725,313349128,testressurs-tilgangspakke-org-dokumentbasert-tilsyn-1
12848099730,314246365,testressurs-tilgangspakke-org-helsetjenester-1
12848099730,314246365,testressurs-tilgangspakke-org-samle-behandle-avlopsvann-1
05091347611,725946287,testressurs-tilgangspakke-org-teknisk-samhandling-skatt-1
01121430300,624566815,testressurs-tilgangspakke-org-reindrift-1
01121430300,624566815,testressurs-tilgangspakke-org-lufttransport-1
06876899939,313846652,testressurs-tilgangspakke-org-mine-sider-kommune-1
13845994514,314279417,testressurs-tilgangspakke-org-ordinaer-post-til-virksomheten-1
26815998706,314255798,testressurs-tilgangspakke-org-infrastruktur-1
20030875096,624534905,testressurs-tilgangspakke-org-pensjon-1
01103084268,624534905,testressurs-tilgangspakke-org-pensjon-1
10918299934,312705672,testressurs-tilgangspakke-org-hoyere-utdanning-og-hoyere-yrkesfaglig-utdanning-1
03878199951,312705672,testressurs-tilgangspakke-org-hoyere-utdanning-og-hoyere-yrkesfaglig-utdanning-1
28021640796,702242851,testressurs-tilgangspakke-org-vann-kilde-rense-distrubere-1
21879098200,314243080,testressurs-tilgangspakke-org-ulykke-1
14050670970,624589203,testressurs-tilgangspakke-org-krav-og-utlegg-1
16916197970,214241692,testressurs-tilgangspakke-org-regnskap-okonomi-rapport-1
05904798128,214241692,testressurs-tilgangspakke-org-regnskap-okonomi-rapport-1
18848798483,314088263,testressurs-tilgangspakke-org-trafikant-1
07896999626,314254325,testressurs-tilgangspakke-org-krav-og-utlegg-1
20868598833,314284011,testressurs-tilgangspakke-org-barnevern-1
10051771252,730079397,testressurs-tilgangspakke-org-varehandel-1
13102103232,624522737,testressurs-tilgangspakke-org-sfo-leder-1
01836497151,314244451,testressurs-tilgangspakke-org-skattegrunnlag-1
01836497151,314244451,testressurs-tilgangspakke-org-baerekraft-1
06926198511,214244152,testressurs-tilgangspakke-org-kjop-og-salg-eiendom-1
22080268002,625277558,testressurs-tilgangspakke-org-bergverk-1
22080268002,625277558,testressurs-tilgangspakke-org-fiske-1
22080268002,625277558,testressurs-tilgangspakke-org-tilskudd-stotte-erstatning-1
09917096101,313054993,testressurs-tilgangspakke-org-saeravgifter-1
08896198905,314283724,testressurs-tilgangspakke-org-skoleeier-1
08919696991,314251598,testressurs-tilgangspakke-org-sport-og-fritid-1
09897398823,311041770,testressurs-tilgangspakke-org-baerekraft-1
05915396919,314240499,testressurs-tilgangspakke-org-regnskap-okonomi-rapport-1
04031259695,702745918,testressurs-tilgangspakke-org-rapportering-statistikk-1
09061552887,617616858,testressurs-tilgangspakke-org-tilskudd-stotte-erstatning-1
25878599430,314245210,testressurs-tilgangspakke-org-skogbruk-1
01858798872,314245210,testressurs-tilgangspakke-org-skogbruk-1
17836299035,314245210,testressurs-tilgangspakke-org-skogbruk-1
17836396847,310349836,testressurs-tilgangspakke-org-verft-og-andre-transportmidler-1
17050542394,625018501,testressurs-tilgangspakke-org-motta-nabo-og-planvarsel-1
19896096993,314257405,testressurs-tilgangspakke-org-byggesoknad-1
19896096993,314257405,testressurs-tilgangspakke-org-ordinaer-post-til-virksomheten-1
03826299109,314254260,testressurs-tilgangspakke-org-servering-1
01856797356,313053407,testressurs-tilgangspakke-org-plansak-1
02926398264,312251957,testressurs-tilgangspakke-org-utleie-eiendom-1
30816498100,314241843,testressurs-tilgangspakke-org-eiendomsmegler-1
30816498100,314241843,testressurs-tilgangspakke-org-fiske-1
01010571371,700209105,testressurs-tilgangspakke-org-mobler-og-annen-industri-1
12060264382,608235183,testressurs-tilgangspakke-org-elektrisitet-produsere-overfore-distrubere-1
06877799199,314242866,testressurs-tilgangspakke-org-skatt-naering-1
06877799199,314242866,testressurs-tilgangspakke-org-toll-1
19091775770,624566815,testressurs-tilgangspakke-org-barnevern-1
08838097511,314261208,testressurs-tilgangspakke-org-krav-og-utlegg-1
04856996188,312153653,testressurs-tilgangspakke-org-generelle-helfotjenester-1
03855999500,314254147,testressurs-tilgangspakke-org-reindrift-1
22825398582,214280302,testressurs-tilgangspakke-org-samle-behandle-avlopsvann-1
06917198207,313514803,testressurs-tilgangspakke-org-motta-nabo-og-planvarsel-1
21867996726,313514803,testressurs-tilgangspakke-org-motta-nabo-og-planvarsel-1
06877196540,314242327,testressurs-tilgangspakke-org-kunst-og-underholdning-1
13120725127,701238419,testressurs-tilgangspakke-org-infrastruktur-1
01835599821,314249321,testressurs-tilgangspakke-org-sport-og-fritid-1
26111725577,624556143,testressurs-tilgangspakke-org-oppforing-bygg-anlegg-1
11868098130,314257936,testressurs-tilgangspakke-org-finansiering-og-forsikring-1
04856996188,310433438,testressurs-tilgangspakke-org-dokumentbasert-tilsyn-1
03906797827,310390518,testressurs-tilgangspakke-org-mva-kompensasjon-revisorattesterer-1
15857298524,314236254,testressurs-tilgangspakke-org-permisjon-1
15857298524,314236254,testressurs-tilgangspakke-org-metaller-og-mineraler-1
18914499522,312970368,testressurs-tilgangspakke-org-godkjenning-av-personell-1
09050604958,314259327,testressurs-tilgangspakke-org-merverdiavgift-1
06855899688,314242858,testressurs-tilgangspakke-org-revisjon-1
06855899688,314242858,testressurs-tilgangspakke-org-jakt-og-viltstell-1
03071131555,621756680,testressurs-tilgangspakke-org-metaller-og-mineraler-1
03071131555,621756680,testressurs-tilgangspakke-org-yrkesskade-1
10866797035,314256972,testressurs-tilgangspakke-org-lonn-personopplysninger-saerlig-kategori-1
06836696628,212486272,testressurs-tilgangspakke-org-servering-1
08827499588,314259939,testressurs-tilgangspakke-org-oljeraffinering-kjemisk-farmasoytisk-industri-1
04916698548,310853143,testressurs-tilgangspakke-org-plansak-1
08837397465,313562646,testressurs-tilgangspakke-org-statsforvalter-barnehage-1
27022802858,701449401,testressurs-tilgangspakke-org-trafikant-1
01858499794,314243102,testressurs-tilgangspakke-org-dokumentbasert-tilsyn-1
21090355802,609408944,testressurs-tilgangspakke-org-kunst-og-underholdning-1
14897998743,314253477,testressurs-tilgangspakke-org-a-ordning-1
