tossn,fromssn,partyid
24869999918,27894698794,62007826
10813849351,29928199906,62490565
17840299651,26848199930,61799739
19816096297,16886995141,62017433
26889697317,11859998722,62228159
24040052689,25862399016,63448519
02858198200,18926996335,61994180
19022330767,30810599703,63394563
21874699583,06811949602,63403683
24895499052,16927296288,62468623
30897598937,30081864531,56258118
30081864531,18866699360,62387143
14813848776,18926996335,61994180
28011472259,18040060010,51231687
16826096512,25889698767,62647130
27888298490,10816899864,62524723
04878297658,02916098483,62646858
01091839284,05866698599,62640357
26887298423,14865795980,62386105
18022184721,25816899306,62439396
29825296776,22052144969,54296377
22855597539,23915898130,62501612
06811949602,13927198694,62474994
16886995141,24909998375,62040628
11899797614,15899299253,62129709
05866698599,27919799396,61862377
12033183184,17898297888,62420506
27083354270,05812249756,62357917
16826096512,07864198516,62414661
10013163524,01052474090,51278329
16885599161,28011472259,54941005
03903949871,20920399658,63395124
15899299253,14865795980,62386105
08908399391,27824699386,62600406
22914899390,27876599290,62639158
04867696305,17846896236,62598753
31878699729,06833148727,62435680
26817799514,07855595995,62107723
08856599540,18867799148,62681818
21888298719,06870298585,62663236
20909499632,19815697734,62431504
19855098906,26887298423,62129502
26887298423,06080154516,51625151
18040060010,02022294981,54296433
11818997355,05875397119,61919770
13072583552,17820396626,63431630
02867798369,01884499832,62548719
16854697920,04905598347,61810318
29823249258,13927297145,62013780
26824996171,19815697734,62431504
26817799514,30897598937,61885577
17886897685,10857099139,61963760
28835995374,31858798623,62685308
22814796950,08908399391,61816971
06812398502,21913348521,61895540
10857099139,09926996484,62389845
06899298509,26814197947,62320553
12857995315,71812800358,63475490
07864198516,09917997206,61762013
05927097615,20926298993,62427670
04878999695,05875397119,61919770
08874896803,28011458175,54940882
28867599268,12912499632,63473710
01833348945,12886997297,62375078
02889099758,20926298993,62427670
10876199020,01884497902,61896255
06030767339,30121120530,54303206
30814899779,15856697352,62085511
25889698767,09917997206,61762013
18844398820,04867696305,61974748
19888098294,23032513786,51270589
08834796822,06812398502,63438136
17846896236,21888298719,62543874
30837596552,16885599161,62335774
07883549907,23912849783,62223554
14878598041,23032513786,51270589
03858296764,09916496580,62479589
27875497826,08816698465,62355984
12826399757,18858398319,62516693
20909499632,02819197566,61969306
18899499898,28902847334,63431177
21913348521,27815597392,62510401
26812848797,08081627151,55326262
10839097609,20829199379,61791990
27815597392,26889697317,62069308
21921848711,23093204875,60389399
21082816434,14878598041,61901023
09895497328,30814899779,62676743
03895398852,22040015535,51263174
19022330767,28082452968,51239521
06812398502,10848999216,62544194
09839499482,31837096092,61929070
27839599981,26898899674,62377698
23032513786,20909499632,62387505
10910199574,17816994276,62120632
11121313482,06867596524,62522812
18012569676,03882849995,61799957
26849099352,24894199152,62691563
12912499632,03835695122,63437287
08927099986,03927894709,62119358
15856697352,27875497826,62236087
04853049188,30122165678,51625175
12916598953,14813848776,62657944
19816096297,24909998375,62040628
17903147326,09916496580,62479589
17101521168,03882849995,61799957
30916298540,15908397778,62517654
10876199020,21873048570,62478056
22052142362,05052423068,51278326
25862399016,19816096297,61765334
09908799647,29837096780,62249155
27824699386,26889697317,62069308
15854997359,13848899989,62509260
02916098483,17929797809,61979401
21847099906,20112684329,59731015
08834796822,19022330767,56265392
21873048570,09908799647,62622181
19886598737,25862399016,63448519
24895499052,07834899447,62095839
16928096517,08856994709,61975861
04847498051,13845198246,61790961
03818097394,09839499482,62578534
02858198200,03895398852,61731864
16813949710,09894897969,62555278
28906796394,24817198909,62029887
28082452968,22814796950,62584510
31837096092,08927099986,61927168
15852399136,30030121690,61241304
29855597916,30836299376,62467760
14031045720,24040052689,51293568
19886598737,21816498179,62629508
11899797614,14865795980,62386105
71812800358,18867799148,62681818
07873749363,26899198882,62303540
29825296776,30897598937,61885577
20926298993,10928899859,62574895
30836299376,01884497902,61896255
07897099858,12847797647,62380306
08927099986,08081627151,55326262
27815597392,18877597861,61796054
06080154516,14031045720,53859163
01884497902,09908799647,62622181
02816099490,28906796394,62078975
22040015535,04853049188,62463736
12886997297,23915898130,62501612
14845299685,17903147326,61809516
07849399998,05866698599,62640357
12886997297,25838498070,61937567
15896897869,17869097632,62337372
09895095939,04828197849,62440689
30897598937,06814699577,61785404
02916098483,21827696975,63446922
14866098949,19915099273,62356929
16927296288,07834899447,62095839
17929497694,31836698323,62637171
03858296764,04847498051,62218898
04927598707,29896897290,62132543
30916398480,10876199020,61900593
18868498834,12886997297,62375078
26837695480,09917997206,61762013
09917997206,11899797614,61960597
04032381265,23093204875,60389399
30916398480,02815997843,62581021
24894199152,26919398247,62640899
16886995141,17886897685,61943917
02122855506,09814697816,62352155
13914598774,31837096092,61929070
18868498834,30916398480,62393850
23887298416,25817798953,62060401
10902299047,06865298445,62071832
17820396626,01091839284,56258152
19022330767,10848999216,62544194
10813849351,22850749527,63406581
07849399998,06865298445,62071832
24849599379,01052868528,50279171
13072583552,18900098843,62460199
20918798197,14918498533,62662793
25838498070,29855597916,62059907
07849399998,27919799396,61862377
30030121690,03835695122,63437287
28902847334,17846896236,62598753
21873048570,26908599801,61947192
01839297951,07836999333,62608018
16825799900,21888298719,62543874
06855699727,29884299592,61951942
09814697816,29906497083,62556606
26082579671,30012263054,54303131
29906497083,07873749363,61850857
18900098843,18092380358,56247840
11819799190,01901399421,63394562
22856297261,19859698924,61778928
11859998722,25889698767,62647130
06030767339,29823249258,62644794
26824996171,15878896375,63473620
28011470248,27855297138,62456379
03903949871,09897198387,62066184
26837695480,19855098906,62339028
18826498818,26082579671,56462935
24894199152,25900298172,62301665
07873749363,19915099273,62356929
30011217024,24867099065,61922076
01901399421,26898899674,62377698
08908399391,26889697317,62069308
18899499898,06812948928,62006862
10848999216,08908399391,61816971
06814699577,30081864531,56258118
29884299592,22915699549,61996118
16825799900,22850749527,63406581
29012211323,08823049669,62022577
27888298490,25899396874,61999362
01833348945,22855597539,62022079
15882849934,07021117972,54171209
10857099139,24886398286,62109548
16825799900,06870298585,62663236
20885399690,10902299047,63433111
12886997297,02815997843,62581021
27083354270,25862399016,63448519
06865298445,01833348945,62440658
05052423068,23032513786,51270589
13845198246,20926298993,62427670
02867798369,04898095938,62669117
25835197169,15908397778,62517654
30810599703,10848999216,62544194
11853747590,18867799148,62681818
24877299763,29887896273,61965384
19859698924,24817198909,62029887
18877597861,11859998722,62228159
13918398311,17832049905,63401145
24102606708,27023067620,50085861
06812948928,04867696305,61974748
04899299081,31887997570,62443982
31887997570,11894696798,61769855
23093204875,01042770899,50651618
27919799396,01833348945,62440658
17832049905,27897198431,62430567
30810599703,21913348521,61895540
23816798019,06824797143,61998899
14842099316,12867599191,62416779
31884699544,22878499674,62409775
01091839284,31816498069,62666513
26908599801,29837096780,62249155
27876599290,16813749789,62376475
30081867689,29906497083,62556606
19857497557,28928196587,62023184
06917699842,10869396848,63458913
27839599981,24849599379,62319517
25862399016,03895399131,62353796
22878499674,04899299081,62392795
18092110296,27876599290,62639158
29837096780,19022330767,56265392
06870298585,13072583552,51195581
06812948928,06916097636,61740439
01091839284,07849399998,62411410
20867398792,22848699717,62311332
10857099139,29825296776,62589660
11858698660,01022784621,59831572
07887998870,04828197849,62440689
18092380358,20885399690,62308450
07883549907,20886299355,61886911
26812848797,30917899106,61884862
13927198694,04914399160,62650762
04914399160,09896098257,62452864
17846896236,10875899029,62458929
02815997843,30836299376,62467760
13927297145,07887998870,62066233
17820396626,18900098843,62460199
29884299592,29823249339,61982036
30836299376,09908799647,62622181
27919799396,12914598069,61988095
03904599769,20909499632,62387505
23915898130,10876199020,61900593
17929797809,21827696975,63446922
03904599769,15878896375,63473620
15899299253,06080154516,51625151
18927798170,17840299651,61781261
13072583552,10013163524,60007520
18866699360,29823249258,62644794
13848899989,20854496566,62416435
31887997570,24867099065,61922076
15908397778,12893348733,62237607
27023067620,30012263054,54303131
23915898130,02815997843,62581021
31836698323,31837096092,61929070
02883847892,23856296679,62688960
11121313482,30121120530,54303206
22850749527,13072583552,51195581
19824297137,04899299081,62392795
12914598069,22855597539,62022079
22052142362,07924997758,62450299
17827398543,10813849351,61775594
09913448917,30843948924,62415440
22855597539,12886997297,62375078
30897598937,07855595995,62107723
27876599290,17840299651,61781261
14866098949,29833249248,62657332
07855595995,30081864531,56258118
17846896236,16825799900,61945543
30906698877,03829399457,61883307
17832049905,05864498258,61765609
10839097609,04052399241,56247770
01052474090,07849399998,62411410
01847498478,25914995720,61849189
10910199574,20824299944,62445859
14031032610,26092224022,56258169
01052868528,23093204875,60389399
28835995374,09917997206,61762013
14031045720,18022184721,50665633
13904899601,08927099986,61927168
07924997758,14878598041,61901023
03904599769,02819197566,61969306
23856296679,06811949602,63403683
03895399131,19816096297,61765334
02819197566,18899499898,62387229
28902847334,06812948928,62006862
05827797946,03835695122,63437287
31816498069,10902299047,63433111
17869097632,01883149757,62625729
18900098843,31816498069,62666513
29928199906,10013163524,60007520
27867697905,19827899642,62022635
27824699386,18877597861,61796054
07924997758,19888098294,62442767
07897099858,16856897595,62653993
02022294981,02855698725,62667313
10013163524,18900098843,62460199
30877797690,22826598542,62689230
10902299047,01833348945,62440658
09895095939,27888298490,62304192
01022784621,18092110296,51625335
28011472259,02022294981,54296433
02122853767,03072367889,51270403
04867696305,16825799900,61945543
23032513786,28082120159,51255377
06916097636,17827398543,62097472
18899499898,18844398820,62005402
06870298585,29928199906,62490565
24909998375,29825296776,62589660
23816395836,15867396524,61904130
16886995141,24886398286,62109548
05917395596,13848899989,62509260
14031045720,27083354270,60914056
07886998257,24877597543,62297688
04874198841,08080856289,53253851
09917997206,30081868391,56265374
13904899601,30917899106,61884862
25899396874,15908397778,62517654
17929497694,28836397217,63433827
19815697734,18844398820,62005402
23032513786,03904599769,62393411
06812948928,10875899029,62458929
03927894709,22052142362,54296363
28011458175,16885599161,62335774
25862399016,21816498179,62629508
21816498179,19816096297,61765334
15878896375,18899499898,62387229
07021117972,29906497083,62556606
22866097139,23837299845,62240207
08816698465,08874896803,61764288
09897198387,28845499391,61916393
28836397217,09839499482,62578534
26919398247,25900298172,62301665
14878598041,03904599769,62393411
26012207033,17869097632,62337372
23887298416,08923849492,61716038
09826798081,08887999199,62001032
08080855304,26824996171,61935012
30011217024,30032177774,51255378
26845499747,16890099983,61716949
28082452968,10848999216,62544194
06874597676,01863649923,62604755
25888095686,20847798271,62559252
01052474090,31816498069,62666513
03836395955,28011458175,54940882
28011470248,18826397841,61815062
08081627151,21082816434,50631613
10875899029,10813849351,61775594
21897396286,29833249248,62657332
21812949788,24817198909,62029887
19888098294,08080855304,53253804
14865795980,27083354270,60914056
16839899096,16854697920,61852832
31837096092,24907397862,62427040
15899299253,18022184721,50665633
30121120530,29823249258,62644794
28928196587,09896098257,62452864
05052423068,07924997758,62450299
15856697352,08816698465,62355984
13904899601,03927894709,62119358
11859998722,16826096512,61903514
21897396286,07873749363,61850857
22052142362,21082816434,50631613
12859198048,18092110296,51625335
30855397761,22894899372,61992479
30081868391,11899797614,61960597
03898897280,04907299215,62653811
09839499482,13904899601,62297567
18844398820,06812948928,62006862
02819197566,19815697734,62431504
24877299763,16053152590,59928169
30917899106,22052142362,54296363
08856994709,30814899779,62676743
09917997206,19855098906,62339028
10813849351,13072583552,51195581
20886299355,18815799484,62421340
30122165678,16928096517,62505715
03829399457,05917395596,62679680
01884497902,26908599801,61947192
26899198882,17929497694,62139508
19855098906,11899797614,61960597
22915699549,29823249339,61982036
12867599191,04899299081,62392795
30050060817,09814697816,62352155
13848899989,16854697920,61852832
15050902762,30012263054,54303131
03924197845,05917395596,62679680
27897198431,05864498258,61765609
17869097632,16813949710,62312869
12847396375,09896098257,62452864
31837096092,13904899601,62297567
07846595842,26812848797,62379808
22052144969,06042458072,51278139
01112911444,26012207033,54303194
15882849934,30050060817,51434724
19915099273,03818097394,62532908
28836397217,13914598774,62682121
07924997758,28082120159,51255377
10848999216,07926599318,61986645
06811949602,29848496349,62069593
02915196708,24917899424,62699909
27824699386,16826096512,61903514
25032799801,18101373785,54854246
23856296679,29848496349,62069593
28122366091,30081854811,56257996
18927798170,16875797445,62076960
29823249258,15875997448,62586242
11859998722,28835995374,63433826
04855899014,08856994709,61975861
29906497083,15040024902,51195629
18092421690,16813949710,62312869
13914598774,07846595842,61870698
17929497694,03818097394,62532908
25838498070,02815997843,62581021
23816798019,12905396801,62335046
24849799300,09897198387,62066184
24825297584,30032177774,51255378
26889697317,28835995374,63433826
09897198387,01839297951,61853085
21897396286,26899198882,62303540
31836698323,28836397217,63433827
04867696305,10875899029,62458929
28082120159,26824996171,61935012
22887196536,06925996368,61874648
09814697816,21897396286,62337139
03072367889,02855698725,62667313
21082816434,07924997758,62450299
24907397862,26812848797,62379808
14918498533,03895398852,61731864
08080856289,26012207033,54303194
24886398286,29825296776,62589660
03818097394,28836397217,63433827
15926596788,01884499832,62548719
07926599318,08908399391,61816971
30843948924,18092110296,51625335
30050060817,30081867689,56258204
10848999216,21913348521,61895540
21913348521,08908399391,61816971
29906497083,21897396286,62337139
15040024902,14866098949,62078535
24825297584,11894696798,61769855
26824996171,18899499898,62387229
24867099065,02122855506,50866168
03927894709,08081627151,55326262
06865298445,12914598069,61988095
12033183184,02855698725,62667313
28011458175,02856997750,61864188
06917699842,16875298244,62485383
13846498499,01839297951,61853085
21817597405,24849799300,61920788
06814699577,11121313482,54404631
29833249248,17929497694,62139508
20824299944,17836699513,62004949
11894696798,15882849934,61853280
10928899859,20918798197,62317713
01884497902,08834796822,62064702
07869098536,24916996884,61937073
15882849934,02122855506,50866168
09081981792,14866098949,62078535
24825297584,31887997570,62443982
30848298790,04875198527,62073551
16839899096,18032984920,50032864
26848199930,22878499674,62409775
29837096780,08834796822,62064702
22040015535,30122165678,51625175
26848199930,19824297137,61869892
28836397217,24907397862,62427040
05812249756,22919499781,62105927
09908799647,28082452968,51239521
14878598041,28082120159,51255377
29837096780,28082452968,51239521
10888199905,20886299355,61886911
18092380358,31816498069,62666513
07021117972,30050060817,51434724
22878499674,24825297584,62126486
20886299355,02867798369,61732424
29922749181,05927097615,61809295
26812848797,22052142362,54296363
26899198882,19915099273,62356929
01042770899,20867398792,62672482
09839499482,24907397862,62427040
30050060817,15040024902,51195629
10885996820,10888199905,62438202
09916498591,04032381265,56146005
14866098949,17929497694,62139508
11894696798,24867099065,61922076
16885599161,02856997750,61864188
29825296776,26817799514,61985120
02122855506,30050060817,51434724
30081867689,09081981792,56247785
20847798271,08874896803,61764288
01863649923,24849799300,61920788
20824299944,10839097609,62598834
04899299081,31856997653,62578405
09814697816,15040024902,51195629
22850749527,29928199906,62490565
14052724199,20829199379,61791990
14842099316,26848199930,61799739
22848699717,04847498051,62218898
12893348733,27867697905,61859097
22859198795,30836299376,62467760
24817599261,26923948774,61904946
05904398154,05885499998,61906046
18926996335,14918498533,62662793
17840299651,31884699544,61884875
14031032610,09928098645,62454852
02815997843,22859198795,61878704
18022184721,27083354270,60914056
26848199930,31856997653,62578405
08856994709,09878597424,62236251
04899299081,24825297584,62126486
10876199020,30836299376,62467760
23845697418,16875797445,62076960
16813749789,14842099316,62222449
23837299845,05917395596,62679680
23845697418,16813749789,62376475
31856997653,30011217024,53429012
17857397800,20824299944,62445859
06916097636,10875899029,62458929
03895399131,16886995141,62017433
04897598618,30011217024,53429012
19925998519,17857397800,62523161
30866199759,02867798369,61732424
31878699729,08874896803,61764288
30011217024,15882849934,61853280
23845697418,27876599290,62639158
02815997843,10876199020,61900593
30032177774,15882849934,61853280
16813749789,17840299651,61781261
12867599191,26848199930,61799739
30081854811,10888199905,62438202
09913448917,04905598347,61810318
22878499674,31856997653,62578405
04905598347,08929399995,62027170
22914899390,18927798170,62103287
13845198246,10928899859,62574895
30843948924,04905598347,61810318
14842099316,31884699544,61884875
09916496580,22848699717,62311332
15854997359,16839899096,62638586
18092110296,23845697418,62503408
01052868528,01042770899,50651618
23837299845,09894897969,62555278
16917598928,13848899989,62509260
15915097801,10839097609,62598834
18927798170,14842099316,62222449
01022784621,23845697418,62503408
30814899779,09878597424,62236251
22855597539,18868498834,61949605
27083354270,19886598737,62369718
26898899674,19827899642,62022635
09913448917,11858698660,62034970
31884699544,26848199930,61799739
15896897869,18092421690,51285747
10816899864,25835197169,61919387
01022784621,08929399995,62027170
03876897678,27895495390,61994136
31858798623,26887298423,62129502
15878896375,19815697734,62431504
25899396874,12893348733,62237607
30877797690,18927196235,62124657
12826399757,16928096517,62505715
18092421690,11844497751,62461285
18092110296,08929399995,62027170
04905598347,12859198048,62527063
06865298445,18868498834,61949605
18101373785,16928096517,62505715
22866097139,09894897969,62555278
31816498069,05866698599,62640357
16854697920,11858698660,62034970
22855597539,25838498070,61937567
04905598347,01022784621,59831572
21860197909,12847797647,62380306
01833348945,25838498070,61937567
21040027065,22060712313,52441241
19925197001,01091845810,56258151
20854496566,16854697920,61852832
19824297137,04897598618,62660139
08923849492,07897099858,62414914
08923849492,28906498504,62677038
30081868391,15899299253,62129709
15875997448,09826798081,62341024
05917395596,16917598928,61900583
23816395836,20918898965,62042005
05885499998,17857397800,62523161
16826096512,28835995374,63433826
04828197849,08887999199,62001032
16839899096,09913448917,62043046
08929399995,18927798170,62103287
22894899372,07836999333,62608018
19827899642,24849599379,62319517
14918498533,05829299080,62478302
16875797445,14842099316,62222449
31816498069,07849399998,62411410
22866097139,30906698877,62693946
20854496566,09913448917,62043046
03895398852,05829299080,62478302
16917598928,20854496566,62416435
22894899372,26012207033,54303194
10013163524,17820396626,63431630
19888098294,28082120159,51255377
09894897969,01896097128,61814888
06867596524,18866699360,62387143
11858698660,04905598347,61810318
03903949871,13846498499,62097969
06830849058,20866396753,62076310
03919199554,17072280075,56247822
04875198527,20918798197,62317713
10875899029,21888298719,62543874
26012207033,09819699949,62345622
05917395596,01896097128,61814888
16053152590,28011470248,54940991
22848699717,02889099758,62647697
01896097128,16839899096,62638586
09819699949,17869097632,62337372
26817799514,22052144969,54296377
17072280075,08923849492,61716038
05866698599,10902299047,63433111
01884499832,04898095938,62669117
16917598928,18032984920,50032864
18884498216,27924998321,62532275
07849399998,10902299047,63433111
18844398820,28902847334,63431177
03829399457,16917598928,61900583
30855397761,04874198841,62421685
09894897969,03829399457,61883307
01042779535,10817397544,62313526
03898897280,10910848521,63406183
09819699949,11844497751,62461285
10013163524,18092380358,56247840
24849799300,20920399658,63395124
09894897969,03924197845,62000243
13846498499,16112689188,59724163
16813949710,30906698877,62693946
30121120530,15875997448,62586242
02915196708,02882398687,63458924
08080856289,09819699949,62345622
28835995374,26837695480,61847463
22060712313,20867398792,62672482
07869098536,25829196630,62011385
30917899106,08081627151,55326262
08887999199,27888298490,62304192
12916598953,20918798197,62317713
16053152590,01042772476,50651634
01883149757,16813949710,62312869
01884499832,24849799300,61920788
21888298719,10813849351,61775594
07836999333,08080856289,53253851
15926596788,06874597676,61944246
13914598774,24907397862,62427040
22814796950,27815597392,62510401
04903649424,16846097124,62081575
15903749536,17905199579,62037142
20817295836,28866196461,63454778
30081864531,06042458072,51278139
09819699949,01883149757,62625729
30855397761,07836999333,62608018
12878899839,07897099858,62414914
28082120159,20909499632,62387505
07836999333,08826699249,61937665
24817599261,14856596932,61808636
13072583552,18092380358,56247840
01883149757,22866097139,62426948
20878498640,24893147523,62510336
07926599318,27824699386,62600406
19827899642,21921848711,62055398
22850749527,17820396626,63431630
07883549907,30866199759,62599829
01022497274,27855297138,62456379
01839297951,04874198841,62421685
16875298244,18893346151,62469182
30866199759,08856794505,62446965
04847498051,02889099758,62647697
17886897685,24909998375,62040628
20920399658,16112689188,59724163
30906698877,09894897969,62555278
21082816434,05052423068,51278326
18844398820,06916097636,61740439
28845499391,01839297951,61853085
07836999333,01112911444,50710942
20920399658,28845499391,61916393
04898095938,21817597405,62660121
23912849783,18815799484,62421340
16875298244,23816798019,62301636
20920399658,09897198387,62066184
29833249248,19915099273,62356929
10888199905,23912849783,62223554
08834796822,28082452968,51239521
03899096710,08827097250,61713632
24886398286,26817799514,61985120
10875899029,16825799900,61945543
16825799900,10813849351,61775594
19886598737,05812249756,62357917
03829399457,01896097128,61814888
10817397544,17072280075,56247822
24907397862,08927099986,61927168
04052399241,10885996820,62606626
12859198048,22914899390,62247694
26012207033,08826699249,61937665
20829199379,04052399241,56247770
15878896375,28902847334,63431177
04898095938,01863649923,62604755
29113110676,02073280128,60204288
20829199379,10888199905,62438202
20866396753,27867697905,61859097
08826699249,18092421690,51285747
01863649923,20920399658,63395124
01854898295,01042784601,50651724
15838699097,18836598748,62090679
04898095938,15899699731,61985799
03876897678,08892299626,63431608
30081867689,15040024902,51195629
28082452968,30810599703,63394563
28866196461,16053152590,59928169
15926596788,04898095938,62669117
29855597916,21873048570,62478056
19816096297,22919499781,62105927
20909499632,26824996171,61935012
06042458072,11121313482,54404631
14052724199,28122366091,54718815
10910199574,15915097801,63403484
16123191483,03866495946,62627313
14845299685,20867398792,62672482
30032177774,24867099065,61922076
09926996484,07836197466,62243819
28845499391,30855397761,62651102
19824297137,31856997653,62578405
16875797445,17840299651,61781261
20927096979,19904599401,61875527
18022184721,19886598737,62369718
12859198048,08929399995,62027170
24849799300,15899699731,61985799
22919499781,16886995141,62017433
06080154516,14865795980,62386105
18868498834,25838498070,61937567
23912849783,08856794505,62446965
15915097801,12830198871,62313071
17816994276,17836699513,62004949
18899499898,06916097636,61740439
28082120159,03904599769,62393411
11899797614,26887298423,62129502
18927196235,05102361247,51262946
18032984920,16854697920,61852832
12847797647,16856897595,62653993
19925197001,13833549205,62636375
07915396806,19823449561,62246661
08887999199,30916298540,61990686
24849599379,21921848711,62055398
23912849783,20886299355,61886911
02914797740,06824797143,61998899
22859198795,01884497902,61896255
18032984920,09913448917,62043046
02867798369,06874597676,61944246
17877696979,28011470248,54940991
18927196235,14031032610,53859073
04052399241,30081854811,56257996
26837695480,31858798623,62685308
18815799484,02867798369,61732424
24040052689,25816899306,62439396
03818097394,31836698323,62637171
12847797647,17857397800,62523161
21082816434,19888098294,62442767
18815799484,15926596788,62406130
17857397800,17816994276,62120632
18092421690,22866097139,62426948
20885399690,27919799396,61862377
16856897595,19925998519,62623718
04874198841,07836999333,62608018
16826096512,26837695480,61847463
03924197845,01896097128,61814888
24899696979,20032274243,55546784
25838498070,23915898130,62501612
03924197845,15854997359,62458443
30081854811,23912849783,62223554
18836598748,16875298244,62485383
14052724199,04052399241,56247770
04855097147,20838499393,62375908
03829598786,26092224022,56258169
17820396626,18092380358,56247840
11844497751,22866097139,62426948
05866698599,06865298445,62071832
17816994276,20824299944,62445859
10839097609,28122366091,54718815
04825499232,28929599898,63396586
03904599769,26824996171,61935012
18884498216,23877498972,61926779
23887298416,12878899839,62013893
21860197909,16856897595,62653993
29864199168,22912299914,63435183
17827398543,06870298585,62663236
05885499998,17816994276,62120632
24893147523,09826798081,62341024
08080856289,08826699249,61937665
25878298856,18927196235,62124657
11819799190,27867697905,61859097
25868996105,25878298856,62016647
10888199905,21072359205,51263114
30917899106,05052423068,51278326
21860197909,05904398154,62049550
18877597861,26889697317,62069308
22052142362,19888098294,62442767
25817798953,28906498504,62677038
10910848521,28865497956,62344011
27855297138,18826397841,61815062
08927099986,26812848797,62379808
25817798953,08923849492,61716038
27888298490,30916298540,61990686
26887298423,15899299253,62129709
15040024902,07873749363,61850857
16846097124,28866196461,63454778
15899699731,13846498499,62097969
07897099858,05904398154,62049550
13846498499,30855397761,62651102
12878899839,01915597374,62038414
08908399391,27815597392,62510401
17836699513,14052724199,50103328
11908599855,20883548516,61793998
15903749536,15865998675,62471592
24907397862,13904899601,62297567
01112911444,08826699249,61937665
18092380358,01052474090,51278329
01022497274,18826397841,61815062
02122855506,07021117972,54171209
04052399241,21072359205,51263114
17816994276,12830198871,62313071
05011503731,09081979410,56247722
28902847334,06916097636,61740439
17072280075,25817798953,62060401
01112911444,15896897869,62568657
06042458072,06030767339,54182554
13904899601,26812848797,62379808
24877299763,17877696979,61889024
13927297145,09826798081,62341024
08815096925,15867396524,61904130
18826397841,03919199554,62390654
26918598250,18922949375,62575982
30810599703,22814796950,62584510
10817397544,25817798953,62060401
03818097394,13914598774,62682121
29833249248,31836698323,62637171
10910848521,23816395836,62526791
01863649923,15899699731,61985799
16112689188,01839297951,61853085
03899096710,30814995344,62038378
29887896273,16053152590,59928169
08834796822,30810599703,63394563
17873349956,23816798019,62301636
27855297138,17072280075,56247822
16856897595,05885499998,61906046
08080855304,02819197566,61969306
17857397800,05886498456,61859399
25817798953,01915597374,62038414
28906498504,21860197909,61983444
18826397841,10817397544,62313526
06824797143,12905396801,62335046
21888298719,22850749527,63406581
06874597676,04898095938,62669117
17072280075,24052117824,54296347
06917699842,17873349956,61929356
25889698767,07864198516,62414661
17877696979,12073257512,60217236
16112689188,30855397761,62651102
07873749363,14866098949,62078535
21072359205,30866199759,62599829
26092224022,09928098645,62454852
29887896273,01042772476,50651634
21817597405,03903949871,61855795
01042772476,01022497274,51278141
01042784601,18836598748,62090679
31856997653,31887997570,62443982
06916097636,04867696305,61974748
21817597405,15899699731,61985799
17836699513,10839097609,62598834
15040024902,21897396286,62337139
05052423068,19888098294,62442767
22812847280,12123218858,60483134
29113110676,01052501187,55546801
28122366091,04052399241,56247770
29887896273,12073257512,60217236
27815597392,27824699386,62600406
02122855506,30081867689,56258204
25829196630,25815099179,62017523
01112910227,14031032610,53859073
01022497274,01042779535,50651683
25912649396,10910848521,63406183
17929497694,13914598774,62682121
30032177774,07021117972,54171209
16856897595,05886498456,61859399
16123191483,08033287403,60080407
19022330767,06812398502,63438136
11121313482,06030767339,54182554
30836299376,21873048570,62478056
02914797740,12905396801,62335046
28011470248,01042779535,50651683
06824797143,28866196461,63454778
08856794505,15926596788,62406130
26908599801,09908799647,62622181
01898797887,25912649396,62677517
30866199759,15926596788,62406130
12905396801,20817295836,61733043
30877797690,01112910227,50710943
07836197466,22052144969,54296377
24897796690,02895799257,62138349
31884699544,12867599191,62416779
05886498456,15915097801,63403484
28866196461,09915895732,62605482
31887997570,30011217024,53429012
07846595842,03927894709,62119358
12905396801,16846097124,62081575
08856794505,02867798369,61732424
30897598937,22052144969,54296377
20927096979,05853448216,63406096
31836698323,13914598774,62682121
18893346151,02914797740,61731863
31884699544,19824297137,61869892
16886995141,10857099139,61963760
07915396806,04881198342,62146847
27876599290,18927798170,62103287
18836598748,30907499657,62525184
09081981792,26899198882,62303540
25862399016,05812249756,62357917
24899696979,28877696121,61978710
11858698660,12859198048,62527063
05102361247,03829598786,62424465
21873048570,01884497902,61896255
07021117972,30081867689,56258204
20909499632,15878896375,63473620
04855097147,27858997068,62572180
28906498504,07897099858,62414914
22912299914,25878298856,62016647
31856997653,24825297584,62126486
13848899989,16839899096,62638586
25829196630,02915196708,61973609
16846097124,29887896273,61965384
05874199240,08905598121,61816318
10869396848,21887497181,62556363
05904398154,16856897595,62653993
18868498834,23915898130,62501612
15899299253,14031045720,53859163
08892299626,27814498560,62041095
28866196461,29887896273,61965384
30081854811,21072359205,51263114
21897396286,14866098949,62078535
10885996820,07883549907,62477273
30926499528,24917899424,62699909
17873349956,21887497181,62556363
10869396848,18893346151,62469182
12886997297,30916398480,62393850
22919499781,10857099139,61963760
10885996820,21072359205,51263114
10869396848,16875298244,62485383
23915898130,29855597916,62059907
04897598618,11894696798,61769855
04825499232,21843547610,63435890
18826397841,24052117824,54296347
25878298856,11825299779,62654427
15867396524,20918898965,62042005
19888098294,14878598041,61901023
08929399995,27876599290,62639158
02866898270,23816395836,62526791
16875797445,12867599191,62416779
30906698877,03924197845,62000243
01929899098,06837294671,63450565
09928098645,01042784601,50651724
30832399112,06863149329,62583598
23816798019,04903649424,61727426
11908599855,05927699399,62079061
11858698660,30843948924,62415440
09928098645,15838699097,62113960
01042772476,28011470248,54940991
27919799396,06865298445,62071832
